competitors_name,country,total,place,judging,finals,category,competition,location,date,url,img_url
Cerise Decardenas,"{'city': 'Pembroke Pines', 'state': 'FL', 'country': 'United States'}",16.0,1,6.0,10.0,Women's Fitness,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp3-800x981.jpg
Kristen Morby,"{'city': 'Fountainville', 'state': 'PA', 'country': 'United States'}",50.0,6,18.0,32.0,Women's Fitness,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp3-800x981.jpg
Amber Steffen,"{'city': 'Leander', 'state': 'TX', 'country': 'United States'}",17.0,2,9.0,8.0,Women's Fitness,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp3-800x981.jpg
Jessica Baltazar,"{'city': 'La Quinta', 'state': 'CA', 'country': 'United States'}",27.0,9,27.0,0.0,Women's Figure,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp3-800x981.jpg
Lauren Calderoni,"{'city': 'Stratford', 'state': 'CT', 'country': 'United States'}",23.0,8,23.0,0.0,Women's Figure,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp3-800x981.jpg
Delisa Davis,"{'city': 'Charlotte', 'state': 'NC', 'country': 'United States'}",9.0,3,9.0,0.0,Women's Figure,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp3-800x981.jpg
Spree Dyess,"{'city': 'Duluth', 'state': 'GA', 'country': 'United States'}",33.0,11,33.0,0.0,Women's Figure,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp3-800x981.jpg
Rebecca Godwin,"{'city': 'Dunellen', 'state': 'NJ', 'country': 'United States'}",36.0,12,36.0,0.0,Women's Figure,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp3-800x981.jpg
Nadine Claudia Huber,"{'city': '', 'state': '', 'country': 'Germany'}",3.0,1,3.0,0.0,Women's Figure,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp3-800x981.jpg
Sandee Lark,"{'city': 'Peyton', 'state': 'CO', 'country': 'United States'}",17.0,6,17.0,0.0,Women's Figure,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp3-800x981.jpg
Shana Malcolm,"{'city': 'Marietta', 'state': 'GA', 'country': 'United States'}",30.0,10,30.0,0.0,Women's Figure,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp3-800x981.jpg
Katy Oneil,"{'city': 'Phoenix', 'state': 'AZ', 'country': 'United States'}",16.0,5,16.0,0.0,Women's Figure,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp3-800x981.jpg
Deshane Price,"{'city': 'Madison', 'state': 'AL', 'country': 'United States'}",6.0,2,6.0,0.0,Women's Figure,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp3-800x981.jpg
Danielle Rose,"{'city': 'Boca Raton', 'state': 'FL', 'country': 'United States'}",12.0,4,12.0,0.0,Women's Figure,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp3-800x981.jpg
Ronshende Whittington,"{'city': 'Salisbury', 'state': 'MD', 'country': 'United States'}",22.0,7,22.0,0.0,Women's Figure,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp3-800x981.jpg
Christopher Barr,"{'city': 'Durham', 'state': 'NC', 'country': 'United States'}",3.0,1,3.0,0.0,Men's Physique,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp2-800x981.jpg
Peter Burnett,"{'city': 'Houston', 'state': 'TX', 'country': 'United States'}",43.0,14,43.0,0.0,Men's Physique,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp2-800x981.jpg
Louis Caruso,"{'city': 'Mesa', 'state': 'AZ', 'country': 'United States'}",44.0,15,44.0,0.0,Men's Physique,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp2-800x981.jpg
Darnell Dean,"{'city': 'North Richland Hills', 'state': 'TX', 'country': 'United States'}",39.0,13,39.0,0.0,Men's Physique,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp2-800x981.jpg
Youcef Anava Djoudi,"{'city': '', 'state': '', 'country': 'France'}",17.0,6,17.0,0.0,Men's Physique,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp2-800x981.jpg
Hossein Karimi,"{'city': '', 'state': '', 'country': 'Iran'}",,,,,Men's Physique,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp2-800x981.jpg
Jacques Lewis,"{'city': 'Roswell', 'state': 'GA', 'country': 'United States'}",36.0,12,36.0,0.0,Men's Physique,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp2-800x981.jpg
Paul Lupinacci,"{'city': 'Centereach', 'state': 'NY', 'country': 'United States'}",48.0,16,48.0,0.0,Men's Physique,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp2-800x981.jpg
Brian Motley,"{'city': 'Fort Washington', 'state': 'MD', 'country': 'United States'}",23.0,8,23.0,0.0,Men's Physique,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp2-800x981.jpg
Hosea Murphy,"{'city': 'Plantation', 'state': 'FL', 'country': 'United States'}",48.0,16,48.0,0.0,Men's Physique,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp2-800x981.jpg
Chevy Phillips,"{'city': '', 'state': '', 'country': 'Canada'}",6.0,2,6.0,0.0,Men's Physique,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp2-800x981.jpg
John Sarmiento,"{'city': 'Herndon', 'state': 'VA', 'country': 'United States'}",14.0,4,14.0,0.0,Men's Physique,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp2-800x981.jpg
Tyler Smith,"{'city': '', 'state': '', 'country': 'United Kingdom'}",22.0,7,22.0,0.0,Men's Physique,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp2-800x981.jpg
Raphael Souza,"{'city': '', 'state': '', 'country': 'Brazil'}",27.0,9,27.0,0.0,Men's Physique,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp2-800x981.jpg
Winston Sullivan,"{'city': 'Tampa', 'state': 'FL', 'country': 'United States'}",15.0,5,15.0,0.0,Men's Physique,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp2-800x981.jpg
Tre Trotter,"{'city': 'Murfreesboro', 'state': 'TN', 'country': 'United States'}",30.0,10,30.0,0.0,Men's Physique,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp2-800x981.jpg
Torre Washington,"{'city': 'Tamarac', 'state': 'FL', 'country': 'United States'}",33.0,11,33.0,0.0,Men's Physique,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp2-800x981.jpg
Antoine Weatherspoon,"{'city': 'Princeton', 'state': 'TX', 'country': 'United States'}",9.0,3,9.0,0.0,Men's Physique,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp2-800x981.jpg
Bassem Ashouri,"{'city': 'Jacksonville', 'state': 'FL', 'country': 'United States'}",27.0,9,27.0,0.0,Men's Classic Physique,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp1-800x587.jpg
Louiege Bascog,"{'city': 'Filer', 'state': 'ID', 'country': 'United States'}",19.0,6,19.0,0.0,Men's Classic Physique,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp1-800x587.jpg
Terrence Bonds,"{'city': 'Sylvania', 'state': 'OH', 'country': 'United States'}",12.0,4,12.0,0.0,Men's Classic Physique,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp1-800x587.jpg
Barry Irving,"{'city': 'Atlanta', 'state': 'GA', 'country': 'United States'}",5.0,2,5.0,0.0,Men's Classic Physique,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp1-800x587.jpg
Tyler Johnson,"{'city': '', 'state': '', 'country': 'Canada'}",4.0,1,4.0,0.0,Men's Classic Physique,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp1-800x587.jpg
Joshua Langbein,"{'city': 'Greeneville', 'state': 'TN', 'country': 'United States'}",,,,,Men's Classic Physique,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp1-800x587.jpg
Austin Phillips,"{'city': 'Los Angeles', 'state': 'CA', 'country': 'United States'}",20.0,7,20.0,0.0,Men's Classic Physique,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp1-800x587.jpg
Carlos Pinto,"{'city': 'Sparks', 'state': 'NV', 'country': 'United States'}",24.0,8,24.0,0.0,Men's Classic Physique,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp1-800x587.jpg
David Anthony Tassin,"{'city': 'Bothell', 'state': 'WA', 'country': 'United States'}",15.0,5,15.0,0.0,Men's Classic Physique,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp1-800x587.jpg
Andrew Wilson,"{'city': 'Birmingham', 'state': 'AL', 'country': 'United States'}",9.0,3,9.0,0.0,Men's Classic Physique,2024-body-be-1-classic,"Montgomery,ALUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024bodybe1PRO_062224_resultsp1-800x587.jpg
Cinzia Clapp,"{'city': 'Eagle River', 'state': 'AK', 'country': 'United States'}",12.0,4,12.0,0.0,Women's Wellness,2024-tanji-johnson-classic,"Tacoma,WAUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-tanji-johnson-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024tanjiPRO_062224_results-800x851.jpg
Normarie Fonseca,"{'city': '', 'state': '', 'country': 'Puerto Rico'}",6.0,2,6.0,0.0,Women's Wellness,2024-tanji-johnson-classic,"Tacoma,WAUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-tanji-johnson-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024tanjiPRO_062224_results-800x851.jpg
Jamie Mckenzie,"{'city': 'Kennewick', 'state': 'WA', 'country': 'United States'}",18.0,6,18.0,0.0,Women's Wellness,2024-tanji-johnson-classic,"Tacoma,WAUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-tanji-johnson-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024tanjiPRO_062224_results-800x851.jpg
Inez Sobczak,"{'city': 'Arlington', 'state': 'VA', 'country': 'United States'}",21.0,7,21.0,0.0,Women's Wellness,2024-tanji-johnson-classic,"Tacoma,WAUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-tanji-johnson-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024tanjiPRO_062224_results-800x851.jpg
Madi Begley,"{'city': 'Draper', 'state': 'UT', 'country': 'United States'}",9.0,3,9.0,0.0,Women's Wellness,2024-tanji-johnson-classic,"Tacoma,WAUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-tanji-johnson-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024tanjiPRO_062224_results-800x851.jpg
Carie Bradshaw,"{'city': 'Inglewood', 'state': 'CA', 'country': 'United States'}",15.0,5,15.0,0.0,Women's Wellness,2024-tanji-johnson-classic,"Tacoma,WAUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-tanji-johnson-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024tanjiPRO_062224_results-800x851.jpg
Natasha Peay,"{'city': 'Spokane', 'state': 'WA', 'country': 'United States'}",3.0,1,3.0,0.0,Women's Wellness,2024-tanji-johnson-classic,"Tacoma,WAUnited States",2024-06-22,https://www.ifbbpro.com/competition/2024-tanji-johnson-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024tanjiPRO_062224_results-800x851.jpg
Mahsa Akbarimehr,"{'city': 'Miami', 'state': 'FL', 'country': 'United States'}",21.0,7,21.0,0.0,Women's Bikini,2024-world-classic-pro-bikini,"Chattanooga,Tennessee",2024-06-22,https://www.ifbbpro.com/competition/2024-world-classic-pro-bikini/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024worldclassicPRO_062224_results-800x1050.jpg
Hope Andrews,"{'city': 'Columbia', 'state': 'TN', 'country': 'United States'}",48.0,16,48.0,0.0,Women's Bikini,2024-world-classic-pro-bikini,"Chattanooga,Tennessee",2024-06-22,https://www.ifbbpro.com/competition/2024-world-classic-pro-bikini/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024worldclassicPRO_062224_results-800x1050.jpg
Iulia Baba,"{'city': '', 'state': '', 'country': 'Romania'}",18.0,6,18.0,0.0,Women's Bikini,2024-world-classic-pro-bikini,"Chattanooga,Tennessee",2024-06-22,https://www.ifbbpro.com/competition/2024-world-classic-pro-bikini/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024worldclassicPRO_062224_results-800x1050.jpg
Daniela Burrola Reyes,"{'city': 'El Paso', 'state': 'TX', 'country': 'United States'}",48.0,16,48.0,0.0,Women's Bikini,2024-world-classic-pro-bikini,"Chattanooga,Tennessee",2024-06-22,https://www.ifbbpro.com/competition/2024-world-classic-pro-bikini/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024worldclassicPRO_062224_results-800x1050.jpg
Hope Castelli,"{'city': 'Sarasota', 'state': 'FL', 'country': 'United States'}",27.0,9,27.0,0.0,Women's Bikini,2024-world-classic-pro-bikini,"Chattanooga,Tennessee",2024-06-22,https://www.ifbbpro.com/competition/2024-world-classic-pro-bikini/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024worldclassicPRO_062224_results-800x1050.jpg
Judith Ceballos,"{'city': '', 'state': '', 'country': 'Mexico'}",10.0,3,10.0,0.0,Women's Bikini,2024-world-classic-pro-bikini,"Chattanooga,Tennessee",2024-06-22,https://www.ifbbpro.com/competition/2024-world-classic-pro-bikini/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024worldclassicPRO_062224_results-800x1050.jpg
April Conley,"{'city': 'Arlington', 'state': 'TX', 'country': 'United States'}",32.0,11,32.0,0.0,Women's Bikini,2024-world-classic-pro-bikini,"Chattanooga,Tennessee",2024-06-22,https://www.ifbbpro.com/competition/2024-world-classic-pro-bikini/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024worldclassicPRO_062224_results-800x1050.jpg
Ashley Hampton,"{'city': 'Atlanta', 'state': 'GA', 'country': 'United States'}",15.0,5,15.0,0.0,Women's Bikini,2024-world-classic-pro-bikini,"Chattanooga,Tennessee",2024-06-22,https://www.ifbbpro.com/competition/2024-world-classic-pro-bikini/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024worldclassicPRO_062224_results-800x1050.jpg
Casey Hill,"{'city': 'Tampa', 'state': 'FL', 'country': 'United States'}",48.0,16,48.0,0.0,Women's Bikini,2024-world-classic-pro-bikini,"Chattanooga,Tennessee",2024-06-22,https://www.ifbbpro.com/competition/2024-world-classic-pro-bikini/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024worldclassicPRO_062224_results-800x1050.jpg
Jasmine Lucas,"{'city': 'Las Vegas', 'state': 'NV', 'country': 'United States'}",36.0,12,36.0,0.0,Women's Bikini,2024-world-classic-pro-bikini,"Chattanooga,Tennessee",2024-06-22,https://www.ifbbpro.com/competition/2024-world-classic-pro-bikini/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024worldclassicPRO_062224_results-800x1050.jpg
Reyna Perez Mecalco,"{'city': '', 'state': '', 'country': 'Mexico'}",3.0,1,3.0,0.0,Women's Bikini,2024-world-classic-pro-bikini,"Chattanooga,Tennessee",2024-06-22,https://www.ifbbpro.com/competition/2024-world-classic-pro-bikini/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024worldclassicPRO_062224_results-800x1050.jpg
Ashley Quick,"{'city': '', 'state': '', 'country': 'Canada'}",48.0,16,48.0,0.0,Women's Bikini,2024-world-classic-pro-bikini,"Chattanooga,Tennessee",2024-06-22,https://www.ifbbpro.com/competition/2024-world-classic-pro-bikini/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024worldclassicPRO_062224_results-800x1050.jpg
Maxine Alexandra Somov,"{'city': '', 'state': '', 'country': 'Canada'}",11.0,4,11.0,0.0,Women's Bikini,2024-world-classic-pro-bikini,"Chattanooga,Tennessee",2024-06-22,https://www.ifbbpro.com/competition/2024-world-classic-pro-bikini/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024worldclassicPRO_062224_results-800x1050.jpg
Carlee Stevenson,"{'city': 'Phoenix', 'state': 'AZ', 'country': 'United States'}",43.0,14,43.0,0.0,Women's Bikini,2024-world-classic-pro-bikini,"Chattanooga,Tennessee",2024-06-22,https://www.ifbbpro.com/competition/2024-world-classic-pro-bikini/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024worldclassicPRO_062224_results-800x1050.jpg
Sierra Swann,"{'city': 'Charlotte', 'state': 'NC', 'country': 'United States'}",24.0,8,24.0,0.0,Women's Bikini,2024-world-classic-pro-bikini,"Chattanooga,Tennessee",2024-06-22,https://www.ifbbpro.com/competition/2024-world-classic-pro-bikini/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024worldclassicPRO_062224_results-800x1050.jpg
Jodie Yuncker,"{'city': 'Miami', 'state': 'FL', 'country': 'United States'}",6.0,2,6.0,0.0,Women's Bikini,2024-world-classic-pro-bikini,"Chattanooga,Tennessee",2024-06-22,https://www.ifbbpro.com/competition/2024-world-classic-pro-bikini/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024worldclassicPRO_062224_results-800x1050.jpg
Rossini Quioan,"{'city': '', 'state': '', 'country': 'United States'}",44.0,15,44.0,0.0,Women's Bikini,2024-world-classic-pro-bikini,"Chattanooga,Tennessee",2024-06-22,https://www.ifbbpro.com/competition/2024-world-classic-pro-bikini/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024worldclassicPRO_062224_results-800x1050.jpg
Wissam Ghafour,"{'city': '', 'state': '', 'country': 'United States'}",48.0,16,48.0,0.0,Women's Bikini,2024-world-classic-pro-bikini,"Chattanooga,Tennessee",2024-06-22,https://www.ifbbpro.com/competition/2024-world-classic-pro-bikini/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024worldclassicPRO_062224_results-800x1050.jpg
Camryn Creager,"{'city': '', 'state': '', 'country': 'United States'}",48.0,16,48.0,0.0,Women's Bikini,2024-world-classic-pro-bikini,"Chattanooga,Tennessee",2024-06-22,https://www.ifbbpro.com/competition/2024-world-classic-pro-bikini/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024worldclassicPRO_062224_results-800x1050.jpg
Julieta Silva,"{'city': '', 'state': '', 'country': 'United States'}",48.0,16,48.0,0.0,Women's Bikini,2024-world-classic-pro-bikini,"Chattanooga,Tennessee",2024-06-22,https://www.ifbbpro.com/competition/2024-world-classic-pro-bikini/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024worldclassicPRO_062224_results-800x1050.jpg
Beckyn Mickelson,"{'city': '', 'state': '', 'country': 'United States'}",31.0,10,31.0,0.0,Women's Bikini,2024-world-classic-pro-bikini,"Chattanooga,Tennessee",2024-06-22,https://www.ifbbpro.com/competition/2024-world-classic-pro-bikini/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024worldclassicPRO_062224_results-800x1050.jpg
Charlie Ipock,"{'city': '', 'state': '', 'country': 'United States'}",48.0,16,48.0,0.0,Women's Bikini,2024-world-classic-pro-bikini,"Chattanooga,Tennessee",2024-06-22,https://www.ifbbpro.com/competition/2024-world-classic-pro-bikini/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024worldclassicPRO_062224_results-800x1050.jpg
Holly Baxter,"{'city': '', 'state': '', 'country': 'United States'}",39.0,13,39.0,0.0,Women's Bikini,2024-world-classic-pro-bikini,"Chattanooga,Tennessee",2024-06-22,https://www.ifbbpro.com/competition/2024-world-classic-pro-bikini/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024worldclassicPRO_062224_results-800x1050.jpg
Cris Alves,"{'city': '', 'state': '', 'country': 'Brazil'}",48.0,16,48.0,0.0,Women's Wellness,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp4-800x720.jpg
Klaudia Vanessza Csuri,"{'city': '', 'state': '', 'country': 'Ukraine'}",30.0,10,30.0,0.0,Women's Wellness,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp4-800x720.jpg
Miriam El Batouli,"{'city': '', 'state': '', 'country': 'Italy'}",33.0,11,33.0,0.0,Women's Wellness,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp4-800x720.jpg
Giovanna Favero Taques Loyola,"{'city': '', 'state': '', 'country': 'Brazil'}",18.0,6,18.0,0.0,Women's Wellness,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp4-800x720.jpg
Paula Fernandez Lopez,"{'city': '', 'state': '', 'country': 'Spain'}",39.0,13,39.0,0.0,Women's Wellness,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp4-800x720.jpg
